총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경기,성남시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","217
 (34)
 (23)
 (0)
 (0)
 (160)",217,34,23,0,0,160,"214
 (28)
 (9)
 (0)
 (0)
 (177)",214,28,9,0,0,177,3,0,"214
 (28)
 (9)
 (0)
 (0)
 (177)",214,"3
 (6)
 (14)
 (0)
 (0)
 (0)","*전기화물 추가 (1톤 소형기준) 5대 신청 마감 (2021. 10. 7.) 
- 취소분 발생 시 별도 안내"
경기,의정부시,전기화물,"*일반: 접수순
*우선: 접수순","111
 (12)
 (12)
 (0)
 (0)
 (87)",111,12,12,0,0,87,"106
 (11)
 (6)
 (0)
 (0)
 (89)",106,11,6,0,0,89,5,0,"106
 (11)
 (6)
 (0)
 (0)
 (89)",106,"5
 (1)
 (6)
 (0)
 (0)
 (0)",12월 1일 전기화물 마감
경기,안양시,전기화물,"*일반: 접수순
*우선: 접수순","221
 (0)
 (0)
 (0)
 (0)
 (221)",221,0,0,0,0,221,"213
 (11)
 (10)
 (0)
 (0)
 (192)",213,11,10,0,0,192,8,29,"209
 (11)
 (10)
 (0)
 (0)
 (188)",209,"12
 (0)
 (0)
 (0)
 (0)
 (33)",
경기,부천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","221
 (23)
 (23)
 (0)
 (0)
 (175)",221,23,23,0,0,175,"271
 (24)
 (16)
 (0)
 (0)
 (231)",271,24,16,0,0,231,0,0,"219
 (23)
 (14)
 (0)
 (0)
 (182)",219,"2
 (0)
 (9)
 (0)
 (0)
 (0)","*2021년 전기자동차 보급사업 종료되었습니다.
*2022년 사업은 공고즉시 저공해차 구매보조금 지원시스템에 업로드할 예정이니 총괄현황의 부천시 공고문이 업로드 되면
확인하시어 일정대로 접수하여 주시기 바랍니다."
경기,광명시,전기화물,"*일반: 접수순
*우선: 접수순","100
 (0)
 (0)
 (0)
 (0)
 (100)",100,0,0,0,0,100,"91
 (4)
 (2)
 (0)
 (0)
 (85)",91,4,2,0,0,85,9,15,"89
 (4)
 (2)
 (0)
 (0)
 (83)",89,"11
 (0)
 (0)
 (0)
 (0)
 (17)",
경기,평택시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","327
 (0)
 (0)
 (0)
 (0)
 (327)",327,0,0,0,0,327,"401
 (20)
 (23)
 (0)
 (0)
 (358)",401,20,23,0,0,358,0,0,"324
 (19)
 (18)
 (0)
 (0)
 (287)",324,"3
 (0)
 (0)
 (0)
 (0)
 (40)",대상자 확정 마감
경기,동두천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","66
 (7)
 (7)
 (0)
 (0)
 (52)",66,7,7,0,0,52,"81
 (1)
 (2)
 (0)
 (0)
 (78)",81,1,2,0,0,78,0,0,"65
 (1)
 (2)
 (0)
 (0)
 (62)",65,"1
 (6)
 (5)
 (0)
 (0)
 (0)","○ 보조금 출고·등록순 지원 (접수순 아님)
○ 자격부여 시 부여된 출고기한을 경과하여도 취소하지 아니함
○ 자격부여 후 &apos;지원가능확인&apos; 요청순으로 대상자 확정 (출고 10일, 지급신청 20일 기한 필히 준수)

○ 2021.07.01.부터 법인, 중소기업 대상 잔여불량 일반물량으로 통합운용
○ 2021.08.01.부터 우선순위 대상 잔여물량 일반물량으로 통합운용
○ 통합운용 개시 이전 법인, 중소기업, 우선순위 유형으로 신청하여 자격부여 받은 건은 &apos;21.11.30.까지 배정 보전함

○ 전기승용차 23대 물량 증액 예정(추가경정예산) / 본예산 물량 초과하여도 신청가능"
경기,안산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","219
 (22)
 (22)
 (0)
 (0)
 (175)",219,22,22,0,0,175,"218
 (22)
 (4)
 (0)
 (0)
 (192)",218,22,4,0,0,192,1,0,"218
 (22)
 (4)
 (0)
 (0)
 (192)",218,"1
 (0)
 (18)
 (0)
 (0)
 (0)","※ 전기화물차 추가공고 1대 대상자 선정 완료 
※ 대기자로 접수 가능"
경기,고양시,전기화물,"*일반: 접수순
*우선: 접수순","207
 (21)
 (21)
 (0)
 (0)
 (165)",207,21,21,0,0,165,"203
 (22)
 (14)
 (0)
 (0)
 (167)",203,22,14,0,0,167,4,0,"203
 (22)
 (14)
 (0)
 (0)
 (167)",203,"4
 (0)
 (7)
 (0)
 (0)
 (0)",전기화물차 보급사업 마감되었습니다.
경기,과천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","17
 (0)
 (0)
 (0)
 (0)
 (17)",17,0,0,0,0,17,"15
 (0)
 (1)
 (0)
 (0)
 (14)",15,0,1,0,0,14,2,3,"14
 (0)
 (1)
 (0)
 (0)
 (13)",14,"3
 (0)
 (0)
 (0)
 (0)
 (4)","&lt;추경1차&gt; - 전기자동차 보급사업 변경공고

○ 신청기간 : 2021. 7. 6.(화) 09:00 ∼예산 소진 시 까지
○ 보급대수 : 화물 16대 (*우선 2, 일반 14)
○신청자격 : 사업 신청일 이전 1개월(30일)까지 과천시에 주소지를 둔 개인,법인,기업 등
○선정방법 : 차량 출고,등록 순
※ 모든 제출 서류 원본대조필 날인 必

*기타 자세한 내용 공고문 참조"
경기,구리시,전기화물,"*일반: 접수순
*우선: 접수순","60
 (6)
 (6)
 (0)
 (0)
 (48)",60,6,6,0,0,48,"59
 (2)
 (4)
 (0)
 (0)
 (53)",59,2,4,0,0,53,1,0,"54
 (2)
 (4)
 (0)
 (0)
 (48)",54,"6
 (4)
 (2)
 (0)
 (0)
 (0)","전기화물차 추가보급 

○ 접수기간 : 2021.10. 6.(수) 09:00 ~ 예산 소진시까지 
○ 보급대수 : 10대(일반 5, 우선순위 5)
 ※ 우선순위 물량은 10월6일부터 일반 물량과 통합하여 집행함.
○ 보급차종 : 전기차 보조금 지원 대상 차종  
○ 신청대상 
 - 신청일 이전 3개월 이상 구리시에 주소를 둔 만 18세 이상 시민 
 - 구리시 내 사업장이 위치한 법인, 기관, 공공기관 등
 ※ 기타 자세한 내용 공고문 참조
 ※ 접수량이 보급대수를 초과시 초과접수량에 대하여 접수순으로 후보 순번 부여"
경기,남양주시,전기화물,"*일반: 접수순
*우선: 접수순","190
 (19)
 (19)
 (0)
 (0)
 (152)",190,19,19,0,0,152,"467
 (23)
 (14)
 (0)
 (0)
 (430)",467,23,14,0,0,430,0,0,"301
 (19)
 (10)
 (0)
 (0)
 (272)",301,"0
 (0)
 (9)
 (0)
 (0)
 (0)","○ 신청기간 : 2021. 3. 2.(화) 10:00 ∼ 예산 소진 시 까지 
○ 보급규모 
- 전기승용차 440대(일반 220대, 우선 44대, 법인·기관 176대) - 일반마감
- 전기화물차 190대(일반 152대, 우선 19대, 중소기업생산물량 19대) - 일반마감
※ 보조금 차등지급에 따라 보급물량은 별도 추가공고 없이 변동될 수 있음 
※ 승용 법인·기관 물량 및 화물 중소기업 생산물량 중 6월말까지 중 집행되지 않은 물량은 7월부터 일반물량에 통합(7월전까지 대기자로 신청 가능)
○ 선정방법 : 구매지원 신청서 접수순"
경기,오산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","112
 (10)
 (4)
 (0)
 (0)
 (98)",112,10,4,0,0,98,"92
 (7)
 (2)
 (0)
 (0)
 (83)",92,7,2,0,0,83,20,15,"76
 (7)
 (2)
 (0)
 (0)
 (67)",76,"36
 (3)
 (2)
 (0)
 (0)
 (31)","전기화물 일반 36대 마감(보조금 모두 소진)되었습니다.
우선순위와 중소기업 물량만 남아있습니다."
경기,시흥시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","108
 (11)
 (11)
 (0)
 (0)
 (86)",108,11,11,0,0,86,"158
 (15)
 (13)
 (0)
 (0)
 (130)",158,15,13,0,0,130,0,0,"105
 (11)
 (8)
 (0)
 (0)
 (86)",105,"3
 (0)
 (3)
 (0)
 (0)
 (0)",2021년 시흥시 전기자동차(화물) 민간 보급사업 공고 접수 마감 및 예산 소진되었습니다.
경기,군포시,전기화물,"*일반: 접수순
*우선: 접수순","89
 (9)
 (9)
 (0)
 (0)
 (71)",89,9,9,0,0,71,"87
 (4)
 (6)
 (0)
 (0)
 (77)",87,4,6,0,0,77,2,0,"87
 (4)
 (6)
 (0)
 (0)
 (77)",87,"2
 (5)
 (3)
 (0)
 (0)
 (0)",
경기,의왕시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","89
 (5)
 (7)
 (0)
 (0)
 (77)",89,5,7,0,0,77,"84
 (5)
 (9)
 (0)
 (0)
 (70)",84,5,9,0,0,70,5,7,"84
 (5)
 (9)
 (0)
 (0)
 (70)",84,"5
 (0)
 (0)
 (0)
 (0)
 (7)","2021. 2. 22.(월) 10:00 접수 시작
-전기승용차: 일반 72대, 우선순위 15대, 법인ㆍ기관 60대
 전기화물차: 일반 71대, 우선순위 9대, 중소기관 생산제품 9대
- 지원절차: [지원신청서 접수] → [자격부여] → [지원가능확인요청] → [대상자 선정] → [차량 출고및 등록, 보조금 지급신청] → [보조금 지급]
 ※ 대상자 선정은 지원가능확인요청(출고10일이내) 순으로 선정되며, 기한 내 출고가 안될시 대상자 선정이 취소 될 수 있음
-------------------------------------------------------------------------------------------------------------------
[2차공고 변경사항]: 법인ㆍ기관물량, 중소기업 생산제품 물량 일반물량과 통합
2021. 8. 2.(월) 09:00 접수 시작
-전기승용차: 일반 132대, 우선순위 15대
 전기화물차: 일반 80대, 우선순위 9대
- 지원절차: [지원신청서 접수] → [자격부여] → [지원가능확인요청] → [대상자 선정] → [차량 출고및 등록, 보조금 지급신청] → [보조금 지급]
 ※ 대상자 선정은 지원가능확인요청(출고10일이내) 순으로 선정되며, 기한 내 출고가 안될시 대상자 선정이 취소 될 수 있음
 ※ 출고 당일 지원가능 확인 요청시 대상자 선정이 안될 수 있음"
경기,하남시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","207
 (13)
 (13)
 (0)
 (0)
 (181)",207,13,13,0,0,181,"266
 (14)
 (7)
 (0)
 (0)
 (245)",266,14,7,0,0,245,0,0,"238
 (13)
 (7)
 (0)
 (0)
 (218)",238,"0
 (0)
 (6)
 (0)
 (0)
 (0)",하남시 전기자동차 보급사업 지원 신청 마감했습니다
경기,용인시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","369
 (5)
 (15)
 (0)
 (0)
 (349)",369,5,15,0,0,349,"421
 (5)
 (22)
 (0)
 (0)
 (394)",421,5,22,0,0,394,0,0,"368
 (5)
 (18)
 (0)
 (0)
 (345)",368,"1
 (0)
 (0)
 (0)
 (0)
 (4)","★화물차 신청서 접수기간 연장 알림- 11.30.(화) 마감 알림★
(차량 출고지연에 따른 취소건 발생으로 접수기간 연장) 


[2021년도 전기자동차(화물) 민간보급사업 변경 및 추가 공고 안내]
○ 화물(우선순위 및 중소기업생산) 잔여 물량을 일반보급으로 전환
○ 기존 본예산 353대에 추경 16대 합하여 369대로 접수대수 변경  
 - 수정 공고 예정 : 2021.8.25.(목) 
 - 변경 대수 반영 : 2021.9.1.(수) 
   (공고대수 1.2배수 접수 완료 시 마감)
※ 자세한 사항은 공고문 참고해주시기 바랍니다"
경기,파주시,전기화물,"*일반: 접수순
*우선: 접수순","345
 (33)
 (33)
 (0)
 (0)
 (279)",345,33,33,0,0,279,"328
 (28)
 (10)
 (1)
 (0)
 (289)",328,28,10,1,0,289,17,0,"328
 (28)
 (10)
 (1)
 (0)
 (289)",328,"17
 (5)
 (23)
 (0)
 (0)
 (0)",○ 화물 마감(10.19)
경기,이천시,전기화물,"*일반: 접수순
*우선: 접수순","200
 (21)
 (16)
 (0)
 (0)
 (163)",200,21,16,0,0,163,"195
 (13)
 (16)
 (0)
 (0)
 (166)",195,13,16,0,0,166,5,0,"192
 (13)
 (16)
 (0)
 (0)
 (163)",192,"8
 (8)
 (0)
 (0)
 (0)
 (0)","※ 전기화물 일반물량 예산 마감(취소물량을 대비하여 접수는 가능)
※ 우선순위는 예산 남아있음"
경기,안성시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","103
 (0)
 (0)
 (0)
 (0)
 (103)",103,0,0,0,0,103,"103
 (10)
 (5)
 (0)
 (0)
 (88)",103,10,5,0,0,88,0,15,"103
 (10)
 (5)
 (0)
 (0)
 (88)",103,"0
 (0)
 (0)
 (0)
 (0)
 (15)",전기화물차 지원사업 마감.
경기,김포시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","491
 (0)
 (0)
 (0)
 (0)
 (491)",491,0,0,0,0,491,"523
 (9)
 (95)
 (0)
 (0)
 (419)",523,9,95,0,0,419,0,72,"477
 (8)
 (86)
 (0)
 (0)
 (383)",477,"14
 (0)
 (0)
 (0)
 (0)
 (108)",○ 전기화물차 마감 되었습니다.
경기,화성시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","151
 (18)
 (15)
 (0)
 (0)
 (118)",151,18,15,0,0,118,"169
 (18)
 (15)
 (0)
 (0)
 (136)",169,18,15,0,0,136,0,0,"169
 (18)
 (15)
 (0)
 (0)
 (136)",169,"0
 (0)
 (0)
 (0)
 (0)
 (0)","전기화물차 3차 사업 일반, 우선보급 물량 마감

화물(초소형) 중소기업 물량에 대해서만 사업 진행 중"
경기,광주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","149
 (0)
 (0)
 (0)
 (0)
 (149)",149,0,0,0,0,149,"213
 (15)
 (17)
 (0)
 (0)
 (181)",213,15,17,0,0,181,0,0,"147
 (15)
 (7)
 (0)
 (0)
 (125)",147,"2
 (0)
 (0)
 (0)
 (0)
 (24)","추경
○ 신청기간 : 2021. 10. 12.(화) 9시 ~ 2021. 11. 30.(화) 또는 예산 소진 시까지
○ 보급대수 : 전기승용차332대, 전기화물차30대(예산 범위 내에서 변동가능)
○ 신청 대상 : ①공고일 이전 우리시에 주소를 두거나 ②공고일 이후 주소를 이전하여 3개월이 경과된 개인, 법인, 공공기관 등
○ 보조금 지원대상자 선정 통보 : 출고 등록순

※ 세부사항은 공고문 참조"
경기,양주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","276
 (0)
 (0)
 (0)
 (0)
 (276)",276,0,0,0,0,276,"346
 (15)
 (8)
 (0)
 (0)
 (323)",346,15,8,0,0,323,0,0,"276
 (14)
 (5)
 (0)
 (0)
 (257)",276,"0
 (0)
 (0)
 (0)
 (0)
 (19)",○ 전기화물차 마감 되었습니다.
경기,포천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","44
 (5)
 (5)
 (0)
 (0)
 (34)",44,5,5,0,0,34,"85
 (9)
 (20)
 (0)
 (0)
 (56)",85,9,20,0,0,56,0,0,"37
 (3)
 (20)
 (0)
 (0)
 (14)",37,"7
 (2)
 (0)
 (0)
 (0)
 (20)",○전기화물차 예산 마감되었습니다.
경기,여주시,전기화물,"*일반: 접수순
*우선: 접수순","181
 (0)
 (0)
 (0)
 (0)
 (181)",181,0,0,0,0,181,"145
 (0)
 (14)
 (0)
 (0)
 (131)",145,0,14,0,0,131,36,50,"145
 (0)
 (14)
 (0)
 (0)
 (131)",145,"36
 (0)
 (0)
 (0)
 (0)
 (50)",
경기,연천군,전기화물,"*일반: 접수순
*우선: 접수순","76
 (8)
 (8)
 (0)
 (0)
 (60)",76,8,8,0,0,60,"88
 (3)
 (8)
 (0)
 (0)
 (77)",88,3,8,0,0,77,0,0,"88
 (3)
 (8)
 (0)
 (0)
 (77)",88,"0
 (5)
 (0)
 (0)
 (0)
 (0)",전기화물차 대상자 확정 마감되었음
경기,가평군,전기화물,,"65
 (7)
 (7)
 (0)
 (0)
 (51)",65,7,7,0,0,51,"54
 (0)
 (4)
 (0)
 (0)
 (50)",54,0,4,0,0,50,11,1,"53
 (0)
 (3)
 (0)
 (0)
 (50)",53,"12
 (7)
 (4)
 (0)
 (0)
 (1)",
경기,양평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","90
 (9)
 (0)
 (0)
 (0)
 (81)",90,9,0,0,0,81,"90
 (5)
 (1)
 (0)
 (0)
 (84)",90,5,1,0,0,84,0,0,"90
 (5)
 (1)
 (0)
 (0)
 (84)",90,"0
 (4)
 (0)
 (0)
 (0)
 (0)","2021 전기자동차 보급사업 종료(승용,화물)

-문의사항 : 031-770-2256 (양평군청 환경과 생활환경팀)"
강원,춘천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","472
 (57)
 (40)
 (0)
 (0)
 (375)",472,57,40,0,0,375,"348
 (2)
 (172)
 (0)
 (0)
 (174)",348,2,172,0,0,174,124,201,"348
 (2)
 (172)
 (0)
 (0)
 (174)",348,"124
 (55)
 (0)
 (0)
 (0)
 (201)",
강원,원주시,전기화물,"*일반: 접수순
*우선: 접수순","276
 (0)
 (0)
 (0)
 (0)
 (276)",276,0,0,0,0,276,"267
 (6)
 (164)
 (0)
 (0)
 (97)",267,6,164,0,0,97,9,179,"267
 (6)
 (164)
 (0)
 (0)
 (97)",267,"9
 (0)
 (0)
 (0)
 (0)
 (179)","전기차 소형화물(소형, 경형, 소형특수) 약 74대(변경될 수 있음) 10/21 09:00~ 12/3 18:00 접수 예정입니다
1개월 이내 출고가능한 차량만 접수가능하며, 출고예시 및 배정조회표 또는 차량구매계약서상 출고기한을 명시하시기 바랍니다.
(사업진행상황에 따라 예시 및 배정표를 요구할 수 있습니다)"
강원,강릉시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (0)
 (0)
 (0)
 (0)
 (200)",200,0,0,0,0,200,"304
 (9)
 (117)
 (0)
 (0)
 (178)",304,9,117,0,0,178,0,22,"304
 (9)
 (117)
 (0)
 (0)
 (178)",304,"0
 (0)
 (0)
 (0)
 (0)
 (22)","※ (추경) 소형화물 56대 감소, 올해 출고등록 후 청구가능 건에 한하여 신청 가능합니다."
강원,동해시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","141
 (9)
 (9)
 (0)
 (0)
 (123)",141,9,9,0,0,123,"76
 (2)
 (4)
 (0)
 (0)
 (70)",76,2,4,0,0,70,65,53,"76
 (2)
 (4)
 (0)
 (0)
 (70)",76,"65
 (7)
 (5)
 (0)
 (0)
 (53)","총 151대중 화물 82대, 초소형화물 67대 , 공공물량 2대로 나눠져 있습니다
(7/1부터 법인기관, 10/1부터 우선순위 보급물량이 일반물량으로 전환되었습니다)"
강원,태백시,전기화물,"*일반: 접수순
*우선: 접수순","61
 (4)
 (1)
 (0)
 (0)
 (56)",61,4,1,0,0,56,"45
 (2)
 (12)
 (0)
 (0)
 (31)",45,2,12,0,0,31,16,25,"45
 (2)
 (12)
 (0)
 (0)
 (31)",45,"16
 (2)
 (0)
 (0)
 (0)
 (25)","화물 소형, 화물 초소형 마감됐습니다."
강원,속초시,전기화물,"*일반: 출고등록순
*우선: -","82
 (0)
 (0)
 (0)
 (0)
 (82)",82,0,0,0,0,82,"42
 (0)
 (7)
 (0)
 (0)
 (35)",42,0,7,0,0,35,40,47,"40
 (0)
 (6)
 (0)
 (0)
 (34)",40,"42
 (0)
 (0)
 (0)
 (0)
 (48)",※ 속초시 2021년도 전기자동차 보급사업 종료
강원,삼척시,전기화물,"*일반: 접수순
*우선: 접수순","54
 (0)
 (0)
 (0)
 (0)
 (54)",54,0,0,0,0,54,"57
 (1)
 (4)
 (0)
 (0)
 (52)",57,1,4,0,0,52,0,2,"57
 (1)
 (4)
 (0)
 (0)
 (52)",57,"0
 (0)
 (0)
 (0)
 (0)
 (2)","&lt;2021년 전기자동차 보급사업 2차 공고&gt;

○ 사업개요
  - 2차 보급대수 : 66대
  - 신청가능차종 : 승용(일반, 초소형) 27, 화물(경형, 소형, 소형특수) 34, 화물(초소형) 5
  - 신청기간 : 2021. 10. 18.(월) 10:00 ~ 12. 17.(금) 18:00
  - 신청방법 : 저공해차량 구매보조금 지원시스템을 통한 온라인 신청
    * 시스템 : https://www.ev.or.kr/ps
  - 보조대상자 선정방법 : 지원시스템 신청(접수)순

※ 기타 자세한 사항은 공고문을 참고해 주시기 바랍니다."
강원,홍천군,전기화물,"*일반: 접수순
*우선: 접수순","112
 (12)
 (0)
 (0)
 (0)
 (100)",112,12,0,0,0,100,"93
 (1)
 (12)
 (0)
 (0)
 (80)",93,1,12,0,0,80,19,20,"93
 (1)
 (12)
 (0)
 (0)
 (80)",93,"19
 (11)
 (0)
 (0)
 (0)
 (20)",※ 추경1차 물량은 올해 본공고의 소진물량 포함되어 있으므로 실제 남아있는 물량은 공고물량과 차이가 날수있음.
강원,횡성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","86
 (0)
 (0)
 (0)
 (0)
 (86)",86,0,0,0,0,86,"55
 (0)
 (23)
 (0)
 (0)
 (32)",55,0,23,0,0,32,31,54,"55
 (0)
 (23)
 (0)
 (0)
 (32)",55,"31
 (0)
 (0)
 (0)
 (0)
 (54)",
강원,영월군,전기화물,"*일반: 접수순
*우선: 접수순","79
 (9)
 (2)
 (0)
 (0)
 (68)",79,9,2,0,0,68,"33
 (2)
 (7)
 (0)
 (0)
 (24)",33,2,7,0,0,24,46,44,"33
 (2)
 (7)
 (0)
 (0)
 (24)",33,"46
 (7)
 (0)
 (0)
 (0)
 (44)",2021년 화물 소형 마감
강원,평창군,전기화물,"*일반: 접수순
*우선: 접수순","76
 (9)
 (6)
 (0)
 (0)
 (61)",76,9,6,0,0,61,"56
 (0)
 (6)
 (0)
 (0)
 (50)",56,0,6,0,0,50,20,11,"56
 (0)
 (6)
 (0)
 (0)
 (50)",56,"20
 (9)
 (0)
 (0)
 (0)
 (11)",※사업 마감※
강원,정선군,전기화물,"*일반: 접수순
*우선: 접수순","35
 (0)
 (0)
 (0)
 (0)
 (35)",35,0,0,0,0,35,"34
 (1)
 (4)
 (0)
 (0)
 (29)",34,1,4,0,0,29,1,6,"34
 (1)
 (4)
 (0)
 (0)
 (29)",34,"1
 (0)
 (0)
 (0)
 (0)
 (6)",
강원,철원군,전기화물,"*일반: 접수순
*우선: 접수순","91
 (5)
 (2)
 (0)
 (0)
 (84)",91,5,2,0,0,84,"47
 (3)
 (4)
 (0)
 (0)
 (40)",47,3,4,0,0,40,44,44,"45
 (3)
 (4)
 (0)
 (0)
 (38)",45,"46
 (2)
 (0)
 (0)
 (0)
 (46)",
강원,화천군,전기화물,"*일반: 접수순(초과시 출고등록순)
*우선: 접수순(초과시 출고등록순)","47
 (0)
 (0)
 (0)
 (0)
 (47)",47,0,0,0,0,47,"42
 (0)
 (10)
 (0)
 (0)
 (32)",42,0,10,0,0,32,5,15,"42
 (0)
 (10)
 (0)
 (0)
 (32)",42,"5
 (0)
 (0)
 (0)
 (0)
 (15)",
강원,양구군,전기화물,"*일반: 접수순
*우선: 접수순","48
 (4)
 (0)
 (0)
 (0)
 (44)",48,4,0,0,0,44,"48
 (4)
 (0)
 (0)
 (0)
 (44)",48,4,0,0,0,44,0,0,"45
 (4)
 (0)
 (0)
 (0)
 (41)",45,"3
 (0)
 (0)
 (0)
 (0)
 (3)",
강원,인제군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","37
 (5)
 (3)
 (0)
 (0)
 (29)",37,5,3,0,0,29,"30
 (0)
 (5)
 (0)
 (0)
 (25)",30,0,5,0,0,25,7,4,"30
 (0)
 (5)
 (0)
 (0)
 (25)",30,"7
 (5)
 (0)
 (0)
 (0)
 (4)",
